web-scraper-order,web-scraper-start-url,Summary,,,,,,,
1667026591-505,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Mylyn 3.25 not working with Eclipse 4.20 i-builds,,,,,,,
1667026591-506,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Mylyn Task repository ignores eclipse proxy basic authentication settings,,,,,,,
1667026591-507,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,http://www.eclipse.org/qvt/2015/QVTbase not consistently visible,,,,,,,
1667026591-508,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse fires GIT error into the log and I do not have GIT installed.,,,,,,,
1667026591-509,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,The @noextend restriction have been removed for type org.eclipse.swt.browser.Browser,,,,,,,
1667026591-510,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[idea] Error while applying org.eclipse.xtext.idea.execution.TraceBasedExceptionFilter,,,,,,,
1667026591-511,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[Extension Point] problems with org.eclipse.gmf.runtime.common.ui.service.action.contributionItemProviders (keybinding and new Action),,,,,,,
1667026591-512,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.cdt.internal.ui.search.actions.FindUnresolvedIncludesProjectAction.setActivePart NullPointerException,,,,,,,
1667026591-513,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[Documentation] complete embedded Eclipse Papyrus documentation,,,,,,,
1667026591-514,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Many duplicate lines in eclipse.ini on Mac OSX,,,,,,,
1667026591-515,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Wind up org.eclipse.remote in PTP project,,,,,,,
1667026591-516,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"Cannot open a representation, it only opens an empty tab with no title (""Could not initialize class org.eclipse.draw2d.Cursors"")",,,,,,,
1667026591-517,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Copy of org.eclipse.jst.j2ee.doc.user,,,,,,,
1667026591-518,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse crashes,,,,,,,
1667026591-519,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,/org.eclipse.pde.visualization.dependency-feature lost original copyrights,,,,,,,
1667026591-520,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Replace StringBuffer with StringBuilder in org.eclipse.jdt.core.Signature class,,,,,,,
1667026591-521,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Changes to org.eclipse.emf.teneo.resource.StoreResource.LocalContentsEList,,,,,,,
1667026591-522,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[refactoring] aggregate eclipse-repository content from target platform instead of resolved project dependencies,,,,,,,
1667026591-523,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Opening context menu on a corrupted remtote file hangs g-Eclipse,,,,,,,
1667026591-524,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Several failures for foundation testing within org.eclipse.persistence.testing.tests.simultaneous.AddDescriptorsMultithreadedTest with deadlock against SQLServer DB,,,,,,,
1667026591-525,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,target/m2e-wtp/web-resources/WEB-INF does not exist with Eclipse build actions,,,,,,,
1667026591-526,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse freeze regulary,,,,,,,
1667026591-527,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Application module labels in Servers view vary between Eclipse 4.5 versions when deploying,,,,,,,
1667026591-528,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Calling ajc in Eclipse Application Run Configuration leads to unsupported "srcdir" attribute,,,,,,,
1667026591-529,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"org.eclipse.gmf.runtime.diagram.ui.render.util.CopyToImageUtil.copyToImage(DiagramEditPart diagramEP, IPath destination, ImageFileFormat format, IProgressMonitor monitor) misses text during PNG generation",,,,,,,
1667026591-530,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Compiler throws NPE with Eclipse >=2019-09 with annotation processors,,,,,,,
1667026591-531,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,BadLocationExcption in org.eclipse.jface.text.TreeLineTracker,,,,,,,
1667026591-532,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[releng] Change branding to Eclipse QVTo,,,,,,,
1667026591-533,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Invalid JavaScript syntax errors displayed in Eclipse IDE,,,,,,,
1667026591-534,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,TCT30: IES Translation (org\eclipse\m2m\internal\qvt\oml\ast\parser),,,,,,,
1667026591-535,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"Since Kernel 5.13.13, Eclipse building workspace loop",,,,,,,
1667026591-536,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Unable to execute early startup code for the org.eclipse.ui.IStartup extension contributed by the 'org.eclipse.sequoyah.device.framework.wizard' plug-in,,,,,,,
1667026591-537,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[console] Missing org.eclipse.ocl.examples.xtext.console.delegate,,,,,,,
1667026591-538,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,eclipse help results for target content must include PDF docs,,,,,,,
1667026591-539,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[1.9][compiler] Eclipse compiler shows error on javac-valid construct for diamond inference,,,,,,,
1667026591-540,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse 4.4 (JSDT 1.6.0) freezes when expending project node under JavaScript Resource and/or making copy/paste operations,,,,,,,
1667026591-541,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.birt.report.designer.ui.ide dependency over PDE is not optional,,,,,,,
1667026591-542,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,facing issue with EclipseLink lazy loading when we use 'org.eclipse.persistence.indirection.ValueHolderInterface' to load attribute value,,,,,,,
1667026591-543,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[CDO] org.eclipse.papyrus.cdo.core has dependencies to UI-plugins,,,,,,,
1667026591-544,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Could not find com.sum.xml.bind.CycleRecoverable in org.eclipse.persistence.core.jar,,,,,,,
1667026591-545,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,The API tools Javadoc Proposal from the'org.eclipse.pde.api.tools.ui' plug-in did not complete normally,,,,,,,
1667026591-546,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,RFE: Option to disable use of GIT_SSH inside Eclipse,,,,,,,
1667026591-547,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[platform] Problems occurred when invoking code from plug-in: "org.eclipse.e4.ui.workben...,,,,,,,
1667026591-548,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"When starting eclipse on Linux, getting: log4j:WARN Please initialize the log4j system properly. for com.spotify.docker.client.DockerConfigReader",,,,,,,
1667026591-549,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Source builds not in standard Eclipse format,,,,,,,
1667026591-550,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse reporting errors in javascript code for pdf-lib,,,,,,,
1667026591-551,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,this a bug report for an unlisted project: the eclipse.org website,,,,,,,
1667026591-552,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,NPE in org.eclipse.jst.j2ee.internal.common.classpath.J2EEComponentClasspathContainer.update,,,,,,,
1667026591-553,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Replaces with ours to resolve merge conflict results in org.eclipse.jgit.api.errors.JGitInternalException: Checkout conflict with file,,,,,,,
1667026591-554,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[history view] May read the history twice during Eclipse startup,,,,,,,
1667026591-555,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[terminal][serial] Eclipse crashes if USB serial port connected to terminal is deleted,,,,,,,
1667026591-556,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Import Projects dialog seems to freeze Eclipse when importing large projects with CDT,,,,,,,
1667026591-557,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Unable to  run Eclipse or app with non-installed version  of  OpenJDK  11,,,,,,,
1667026591-558,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse crashed while trying to add Apache Tomcat server (version 8),,,,,,,
1667026591-559,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,When will Eclipse IDE support Jakarta Faces 3.x and above? It seems the Eclipse IDE can only support JSF 2.3 and javax.*,,,,,,,
1667026591-560,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Creating "C/C++ Remote Application" debug configuration hangs Eclipse,,,,,,,
1667026591-561,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,NullPointerException after restarting Eclipse,,,,,,,
1667026591-562,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,eclipse icons are not scaled proportionally with font in menu on HiDPI wayland KDE,,,,,,,
1667026591-563,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Deadlock when loading Eclipse with SQL tab open,,,,,,,
1667026591-564,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse freezes for long time when clicking files of different projects in project explorer,,,,,,,
1667026591-565,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[Toolsmiths][model] switching string to model for org.eclipse.papyrus.uml.diagram.paletteconfiguration,,,,,,,
1667026591-566,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"""Update Project..."" modifies forbiddenReference-setting in project's org.eclipse.jdt.core.prefs",,,,,,,
1667026591-567,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[Contributions] Exception during Eclipse shutdown,,,,,,,
1667026591-568,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[Model2Doc][ODT][Test] Document Generation with space in the Eclipse location doesn't work -> provide JUnit tests,,,,,,,
1667026591-569,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse m2e sometimes not showing all available dependency versions when using auto-completion in pom.xml,,,,,,,
1667026591-570,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"""Install Modeling components"" stops Eclipse interface from responding when using a bad network connection",,,,,,,
1667026591-571,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.cdt.core.language extension point does not appear to work,,,,,,,
1667026591-572,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,eclipse marks correct dsl file as erroneous in multi module project,,,,,,,
1667026591-573,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,NPE in org.eclipse.cdt.ui.newui.AbstractPage.getElement(AbstractPage.java:1229),,,,,,,
1667026591-574,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Get null pointer exception when running Egerrit plugin V1.4.0 dashboard from Market Place on Eclipse 4.15.0 and above due to JDK 11 is required,,,,,,,
1667026591-575,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,eclipse latest egit shows file changes in merge commit doesn't be perfect,,,,,,,
1667026591-576,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse site not current?,,,,,,,
1667026591-577,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse 2019-03 (4.11.0) + SonarLint 5.1.1.17774 + Lombok v1.18.4 - Internal Error,,,,,,,
1667026591-578,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Reorganize Lyo Eclipse projects to improve understanding by OSLC adopters,,,,,,,
1667026591-579,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Maven eclipse plugin fails to load existing artifact,,,,,,,
1667026591-580,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"If Eclipse is going to only parse headers once, then please try to use a context that has build output parser data",,,,,,,
1667026591-581,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Compare View not saved cross Eclipse restart,,,,,,,
1667026591-582,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,TestNG eclipse (and possibly other tools) doesn't have the right classpath,,,,,,,
1667026591-583,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[GTK3] Hang in Display.syncExec() after Eclipse shutdown has started,,,,,,,
1667026591-584,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"[1.8][compiler][inference][lambda] Discrepancy between Eclipse compiler and javac compiler when using wildcards, lambdas and type inference in constructor",,,,,,,
1667026591-585,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,https://www.eclipse.org/paho/clients/android/sample/,,,,,,,
1667026591-586,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse freezes on simple C file editing or saving,,,,,,,
1667026591-587,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.cdt.make.core.buildLocation in .project seems not to be refreshed when changing the current configuration,,,,,,,
1667026591-588,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse ignores -vm setting in eclipse.ini if restarted.,,,,,,,
1667026591-589,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.ui.tests.navigator testProblemDecoration is failing,,,,,,,
1667026591-590,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Mark org.eclipse.datatools.connectivity.sqm as depending on org.eclipse.datatools.connectivity.db.generic,,,,,,,
1667026591-591,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[models][network] Eclipse does not always honour cancel requests,,,,,,,
1667026591-592,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse product export with aspectj support doesn't work.,,,,,,,
1667026591-593,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"If ""cygpath"" behaves unexpectedly, Eclipse hangs.",,,,,,,
1667026591-594,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,eclipse tomcat integration: "... .server is not a valid server",,,,,,,
1667026591-595,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[format] attempting to format jquery results in eclipse hanging,,,,,,,
1667026591-596,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,NPE in WSDynamicPolicy when starting WebSphere 6.0.2.5 server instance in the Eclipse servers view,,,,,,,
1667026591-597,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse cannot debug function with std::set and std::vector when pretty printing enabled,,,,,,,
1667026591-598,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Provide Eclipse IDE front-end & integration of CDT Debug Adapter,,,,,,,
1667026591-599,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Lambda expressions causes Eclipse to hang on Quick Fix,,,,,,,
1667026591-600,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,ext point org.eclipse.wst.common.modulecore.componentimpl,,,,,,,
1667026591-601,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Remove org.eclipse.emf.ecp.edit.ecore.swt,,,,,,,
1667026591-602,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse crashes in Fedora 16,,,,,,,
1667026591-603,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Error in org.eclipse.sirius.diagram.ui.part.SiriusMatchingStrategy class,,,,,,,
1667026591-604,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Support eclipse+mpc:// uri scheme for multiple installations,,,,,,,
1667026591-605,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse can't find gcc build-in include path with linux style (cross gcc toolchain).,,,,,,,
1667026591-606,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,g-Eclipse hangs when replica I want to open is not accessible (LFC),,,,,,,
1667026591-607,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Interactive Completion Proposal tests fail if org.eclipse.m2m.qvt.oml.examples.blackbox open,,,,,,,
1667026591-608,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Remove Workaround in org.eclipse.sphinx.emf.ecore.new ECrossReferenceAdapter(),,,,,,,
1667026591-609,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Required bundle org.eclipse.swt prevents RSE from working with Eclipse RAP,,,,,,,
1667026591-610,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Newly imported eclipse project is marked as dirty but no real change,,,,,,,
1667026591-611,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse Crashes when Remote Debugging,,,,,,,
1667026591-612,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Maven errors on Eclipse start,,,,,,,
1667026591-613,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Egit confused after copy and paste an Eclipse shared project.,,,,,,,
1667026591-614,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Investigate org.eclipse.help reexports org.eclipse.core.expressions,,,,,,,
1667026591-615,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.jpt.core.internal.facet.JpaFacetDataModelProvider has no dispose (not cleaning up resources),,,,,,,
1667026591-616,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.ui.editors.tests LargeFileTest.openLargeFileWithAnnotation test fails intermittently,,,,,,,
1667026591-617,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Android Unit testing in Eclipse,,,,,,,
1667026591-618,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Cannot load connection profiles when starting up eclipse,,,,,,,
1667026591-619,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Submit bug reports and features request via Eclipse IDE,,,,,,,
1667026591-620,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.sphinx.emf.search.ui.ModelSearchQuery.performSearch() invokes search too often,,,,,,,
1667026591-621,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,References to Eclipse Delta Pack,,,,,,,
1667026591-622,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Build Failed when i run using ANT Script to export pde build of eclipse plugin project,,,,,,,
1667026591-623,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"Cannot switch to RemoteSystem Details view if you have Error on top, and restart Eclipse",,,,,,,
1667026591-624,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"""some sites could not be found"" Eclipse IDE for PHP Developers (includes Incubating components) Version: 2021-03 (4.19.0), Build id: 20210312-0638",,,,,,,
1667026591-625,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"FusionDebug plugin, eclipse throws an unhandled ""nullpointer"" exception.",,,,,,,
1667026591-626,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,PersistenceUnitLoadingException exception thrown when using EclipseLink inside Tomcat 7 launched from Eclipse with "Serve modules without publishing" enabled,,,,,,,
1667026591-627,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Failed to create injector for org.eclipse.fx.ide.fxgraph.FXGraph ExtensionFactory: org.eclipse.fx.ide.fxgraph.ui.FXGraphExecutableExtensionFactory,,,,,,,
1667026591-628,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.ui.tests: TextHandlerTest.testEditableText fails on mac (disabled for now),,,,,,,
1667026591-629,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Set up integration build with Eclipse - make sure junits run,,,,,,,
1667026591-630,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,No image for EclipseLink in Eclipse Marketplace,,,,,,,
1667026591-631,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[Releng] Requesting Nexus repository for Eclipse CDO,,,,,,,
